NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
162,경상북도 포항시 남구 대잠동,957,957,0,라온프라이빗스카이파크,84.7747,202409,12,"29,000",-,6,개인,개인,2020,새천년대로410번길 20,-,중개거래,경북 포항시 남구,-
163,경상남도 진주시 충무공동,195,195,0,진주혁신도시라온프라이빗아파트,84.8922,202409,12,"49,900",-,8,개인,개인,2017,대밭골로 92,-,중개거래,경남 진주시,-
164,경상남도 진주시 충무공동,77,77,0,한림풀에버,84.9644,202409,12,"39,400",-,1,개인,개인,2015,소호로 39,-,중개거래,경남 진주시,-
165,전라남도 순천시 연향동,1631,1631,0,율산에코지오아파트,84.9763,202409,12,"14,700",-,5,개인,개인,2004,도장길 40,-,중개거래,전남 순천시,-
166,경상남도 김해시 외동,7,7,0,동아그린,59.97,202409,12,"9,800",-,14,개인,개인,1994,전하로 251,-,중개거래,경남 김해시,-
167,경상북도 예천군 호명읍 산합리,1120,1120,0,경북도청모아엘가에듀파크,84.9024,202409,12,"28,000",-,19,개인,개인,2018,양지로 55,-,직거래,-,-
168,충청북도 청주시 흥덕구 복대동,221-7,221,7,대원,59.98,202409,12,"17,800",-,2,개인,개인,1999,죽천로146번길 7,-,중개거래,충북 청주시 흥덕구,-
169,강원특별자치도 원주시 명륜동,Jan.90,90,1,세경1,56.42,202409,12,"6,000",-,2,개인,개인,1985,남원로 661,-,중개거래,강원 원주시,-
170,경기도 여주시 천송동,599,599,0,여주KCC스위첸,84.9386,202409,12,"37,000",-,30,개인,개인,2019,강변북로 2,-,직거래,-,-
171,전라남도 목포시 산정동,1259,1259,0,신안비치2,59.85,202409,12,"7,700",-,7,개인,개인,1993,고하대로 641-10,-,중개거래,전남 목포시,-
172,경상남도 김해시 장유동,873,873,0,원메이저힐스테이트,84.9639,202409,12,"44,400",-,21,개인,개인,2018,율하5로 99,-,중개거래,경남 김해시,-
173,충청남도 당진시 채운동,1120,1120,0,대동다:숲,84.757,202409,12,"17,000",-,5,개인,개인,2009,대호만로 30-17,-,중개거래,충남 당진시,-
174,전북특별자치도 완주군 봉동읍 둔산리,864-5,864,5,모아엘가,69.8455,202409,12,"13,800",-,7,법인,개인,2012,둔산1로 131,-,직거래,-,-
175,전북특별자치도 전주시 덕진구 금암동,708-3,708,3,세원,84.99,202409,12,"18,000",-,3,개인,개인,1983,기린대로 442,-,중개거래,전북 전주시 덕진구,-
176,전라남도 목포시 연산동,1925,1925,0,용해7차골드클래스,74.2517,202409,12,"24,700",-,2,개인,개인,2015,연산백련로 22,-,중개거래,전남 목포시,-
177,경상남도 양산시 주남동,Jan.55,55,1,신원아침도시,84.9811,202409,12,"16,200",-,16,개인,법인,2008,대평들5길 16,-,중개거래,경남 양산시,-
178,경상남도 김해시 삼계동,1435,1435,0,화정마을부영6차,59.8404,202409,12,"13,000",-,2,개인,개인,2003,김해대로 1864,-,중개거래,경남 김해시,-
179,경상남도 김해시 삼계동,1521,1521,0,김해장신대역양우내안애,82.5343,202409,12,"23,200",-,11,기타,개인,2013,김해대로 1868,-,중개거래,경남 김해시,-
180,경상북도 구미시 옥계동,539,539,0,대동한마음타운,59.63,202409,12,"6,400",-,14,개인,개인,1995,흥안로 75,-,직거래,-,-
181,강원특별자치도 춘천시 석사동,822,822,0,퇴계주공4,59.99,202409,12,"17,000",-,1,개인,개인,1998,퇴계로 242,-,중개거래,강원 춘천시,-
182,경상남도 양산시 주남동,Jan.55,55,1,신원아침도시,84.9879,202409,12,"15,800",-,8,개인,법인,2008,대평들5길 16,-,중개거래,경남 양산시,-
183,강원특별자치도 동해시 부곡동,126-1,126,1,삼정상가2차,59.94,202409,12,"7,600",-,5,개인,개인,1994,임항로 55,-,중개거래,강원 동해시,-
184,강원특별자치도 춘천시 석사동,820,820,0,퇴계3주공,84.79,202409,12,"26,300",-,4,개인,개인,1999,퇴계로 220-19,-,중개거래,강원 춘천시,-
185,경상북도 경산시 진량읍 북리,100,100,0,경산4차삼주봉황타운,59.62,202409,12,"7,300",-,15,개인,개인,1998,봉황길 72,-,중개거래,경북 경산시,-
186,충청남도 당진시 신평면 거산리,873,873,0,신평신성미소지움,84.975,202409,12,"17,000",-,10,개인,개인,2008,거산3거리길 74-32,-,중개거래,충남 당진시,-
187,충청북도 청주시 흥덕구 가경동,1695,1695,0,가경푸르지오,125.1409,202409,12,"43,000",-,19,개인,개인,2006,2순환로1375번길 20,-,중개거래,충북 청주시 흥덕구,-
188,충청남도 아산시 신창면 읍내리,579-9,579,9,경희학성,29.51,202409,12,"4,050",-,4,개인,개인,1996,순천향로 49,-,중개거래,충남 아산시,-
189,충청남도 홍성군 홍성읍 남장리,112-12,112,12,대우아파트,84.975,202409,12,"7,700",-,2,개인,개인,1995,문화로72번길 41,-,중개거래,충남 홍성군,-
190,충청남도 천안시 동남구 신방동,873,873,0,성지새말1,84.96,202409,12,"21,000",-,11,개인,개인,1997,일봉로 17,-,직거래,-,-
191,전북특별자치도 익산시 동산동,138,138,0,동산라인,59.89,202409,12,"11,900",-,10,개인,개인,1997,동천로 81-12,-,중개거래,전북 익산시,-
192,충청남도 아산시 신창면 남성리,190-1,190,1,아산코아루,84.9418,202409,12,"15,500",-,2,개인,개인,2006,남성길 123,-,중개거래,충남 아산시,-
193,충청남도 아산시 신창면 남성리,177-2,177,2,샘마을,39.27,202409,12,"5,000",-,15,개인,개인,2001,남성길 85,-,중개거래,충남 아산시,-
194,전라남도 여수시 국동,1010,1010,0,국동주공,58.08,202409,12,"9,800",104,3,개인,개인,1981,신월로 641,-,직거래,-,2024.9.12
195,전북특별자치도 군산시 나운동,1189-1,1189,1,아리랑,57.78,202409,12,"3,500",-,1,개인,개인,1988,한밭3길 9,-,직거래,-,-
196,경상북도 포항시 북구 두호동,1103-3,1103,3,창포아이파크1차,84.99,202409,12,"22,250",-,16,개인,개인,2004,대곡로 7,-,중개거래,경북 포항시 북구,-
197,경상북도 포항시 북구 장성동,956,956,0,대방한양,69.53,202409,12,"10,500",-,11,개인,개인,1992,성실로 66-11,-,중개거래,경북 포항시 북구,-
198,경상북도 포항시 북구 장성동,1574-1,1574,1,준양센스빌,58.625,202409,12,"10,000",-,2,개인,개인,2003,새천년대로1259번길 10,-,중개거래,경북 포항시 북구,-
199,충청남도 서산시 인지면 둔당리,256-2,256,2,송림,37.41,202409,12,"3,500",-,1,개인,개인,1993,무학로 1663-10,-,중개거래,충남 서산시,-
200,전라남도 목포시 옥암동,1144,1144,0,부영애시앙1차,84.6499,202409,12,"17,600",-,11,개인,개인,2007,당가두로13번길 9,-,중개거래,전남 목포시,-
201,전라남도 광양시 중동,1686,1686,0,성호1차,59.94,202409,12,"5,700",-,6,개인,개인,1998,광장로 112-20,-,중개거래,전남 광양시,-
202,경상남도 창원시 성산구 상남동,Jan.45,45,1,성원,59.97,202409,12,"24,500",-,22,개인,개인,1994,원이대로 774,-,중개거래,경남 창원시 성산구,-
203,강원특별자치도 삼척시 정상동,473,473,0,현진에버빌,80.429,202409,12,"22,000",-,10,개인,개인,2005,정상로 35,-,중개거래,강원 삼척시,-
204,전북특별자치도 전주시 덕진구 만성동,1371-3,1371,3,중흥에스클래스더퍼스트,115.9069,202409,12,"70,500",-,7,개인,개인,2018,만성로 150,-,중개거래,전북 전주시 덕진구,-
205,전북특별자치도 군산시 오식도동,806-3,806,3,한성필하우스,59.937,202409,12,"10,800",-,12,개인,개인,2012,요죽길 76,-,중개거래,전북 군산시,-
206,강원특별자치도 춘천시 후평동,845-1,845,1,세경3차아파트,49.68,202409,12,"9,500",-,3,개인,개인,1991,삭주로 125,-,중개거래,강원 춘천시,-
207,전라남도 영암군 삼호읍 용당리,Jan.79,2179,1,현대삼호2차아파트,59.75,202409,12,"5,200",-,1,개인,개인,1996,신항로 63-7,-,중개거래,전남 영암군,-
208,경상남도 사천시 사천읍 구암리,524,524,0,원광이안애,55.5026,202409,12,"6,800",-,3,개인,개인,2005,구암두문로 254-9,-,중개거래,경남 사천시,-
209,강원특별자치도 춘천시 후평동,904,904,0,춘천더샵,59.9286,202409,12,"27,500",-,24,개인,개인,2008,후석로 325,-,중개거래,강원 춘천시,-
210,경상북도 구미시 옥계동,545,545,0,옥계동화타운,59.74,202409,12,"8,000",-,8,개인,개인,1998,흥안로 43,-,중개거래,경북 구미시,-
211,경상북도 구미시 옥계동,909,909,0,옥계현진에버빌엠파이어,91.58,202409,12,"26,000",-,2,개인,개인,2009,옥계북로 69,-,중개거래,경북 구미시,-
212,충청남도 천안시 서북구 와촌동,173,173,0,신동아파밀리에,84.9816,202409,12,"22,500",-,1,개인,개인,2005,천안천4길 18-10,-,중개거래,충남 천안시 서북구,-
213,충청남도 서산시 예천동,1328,1328,0,예천한성필하우스,84.951,202409,12,"36,500",-,16,개인,개인,2012,동서1로 182,-,중개거래,충남 서산시,-
214,전북특별자치도 전주시 완산구 서신동,961,961,0,동아한일,60,202409,12,"15,000",-,2,개인,개인,1999,새터로 95,-,중개거래,전북 전주시 완산구,-
215,충청북도 충주시 칠금동,629,629,0,금능현대,59.985,202409,12,"14,200",-,13,개인,개인,1996,금릉로 45,-,중개거래,충북 충주시,-
216,전라남도 영광군 영광읍 단주리,370-12,370,12,사직스카이1차아파트,59.96,202409,12,"9,900",101,1,법인,개인,1997,옥당로 233-12,-,직거래,-,2024.9.12
217,전북특별자치도 익산시 영등동,772,772,0,영등우남,59.96,202409,12,"12,500",-,7,개인,개인,1996,무왕로16길 29,-,중개거래,전북 익산시,-
218,전북특별자치도 군산시 소룡동,1323-13,1323,13,동아,60.52,202409,12,"5,600",-,5,개인,개인,1990,동아로 160,-,중개거래,전북 군산시,-
219,경상북도 구미시 옥계동,905-1,905,1,옥계 더힐 아파트,74.84,202409,12,"19,000",-,24,개인,개인,2011,옥계북로 43-48,-,중개거래,경북 구미시,-
220,전라남도 여수시 웅천동,1840,1840,0,웅천더힐2단지,84.9596,202409,12,"40,000",-,12,개인,개인,2022,여서로 58,-,중개거래,전남 여수시,-
221,경상남도 창원시 의창구 동읍 용잠리,468,468,0,동읍다숲아파트,74.9982,202409,12,"24,100",-,7,개인,개인,2016,용잠로 19,-,중개거래,경남 창원시 의창구,-
222,전북특별자치도 전주시 덕진구 반월동,217-4,217,4,영무예다음,84.824,202409,12,"24,100",-,7,개인,개인,2006,반월4길 16,-,중개거래,전북 전주시 덕진구,-
223,강원특별자치도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202409,12,"36,900",-,15,개인,개인,2020,우두1길 129,-,중개거래,강원 춘천시,-
224,충청남도 천안시 서북구 성정동,1523,1523,0,학산리젠다빌-2차-A동,23.58,202409,12,"5,500",-,10,개인,개인,2013,동서대로 129-22,-,직거래,-,-
225,전라남도 목포시 상동,1018,1018,0,삼성,59.73,202409,12,"10,500",-,6,개인,개인,1995,부흥로 12,-,직거래,-,-
226,전라남도 목포시 상동,1120,1120,0,우미파크빌,132.2964,202409,12,"28,000",-,12,개인,개인,2001,평화로20번길 11,-,직거래,-,-
227,전라남도 목포시 상동,860,860,0,목포하당중흥S-클래스센텀뷰,84.8982,202409,12,"45,000",-,33,법인,개인,2022,비파로 96,-,중개거래,전남 목포시,-
228,경상남도 김해시 진영읍 여래리,1012,1012,0,협성휴포레진영,70.0627,202409,12,"18,250",-,4,개인,개인,2017,진영로 284,-,중개거래,경남 김해시,-
229,경상북도 포항시 북구 송라면 화진리,172,172,0,주은하이츠,80.92,202409,12,"7,000",-,2,개인,개인,2001,해안로 2879,-,직거래,-,-
230,강원특별자치도 춘천시 약사동,175,175,0,춘천롯데캐슬위너클래스,59.9319,202409,12,"41,300",-,11,개인,개인,2024,41,-,중개거래,강원 춘천시,-
231,경상북도 안동시 법흥동,277,277,0,안동강변펠리시아아파트,84.9428,202409,12,"31,500",-,4,개인,개인,2017,육사로 333,-,중개거래,경북 안동시,-
232,전북특별자치도 전주시 덕진구 반월동,217-4,217,4,영무예다음,84.824,202409,12,"24,100",-,7,개인,개인,2006,반월4길 16,20240913,중개거래,전북 전주시 덕진구,-
233,경상북도 안동시 신안동,Jan.62,62,1,현대,72.72,202409,12,"8,700",-,13,개인,개인,1991,퇴계로 214,-,중개거래,경북 안동시,-
234,경상남도 김해시 율하동,1371,1371,0,신리마을중앙하이츠8단지,108.7052,202409,12,"41,000",-,19,개인,개인,2009,율하3로 76,-,중개거래,경남 김해시,-
235,경상남도 김해시 진영읍 여래리,1012,1012,0,협성휴포레진영,68.3988,202409,12,"18,200",-,18,개인,개인,2017,진영로 284,-,중개거래,경남 김해시,-
236,충청남도 당진시 읍내동,1061,1061,0,코오롱하늘채,84.961,202409,12,"16,800",-,4,개인,개인,2005,무수동7길 124,-,중개거래,충남 당진시,-
237,전라남도 광양시 성황동,1856,1856,0,광양푸르지오더퍼스트,84.9888,202409,12,"36,300",-,11,개인,개인,2021,성황수동로 22,-,중개거래,전남 광양시,-
238,제주특별자치도 서귀포시 법환동,744-1,744,1,스마트블루빌,20.655,202409,12,"6,000",-,4,개인,개인,2014,김정문화로41번길 14-4,-,직거래,-,-
239,경상북도 상주시 낙양동,132,132,0,낙양주공,39.99,202409,12,"8,300",-,10,개인,개인,1997,상서문1길 25,-,중개거래,경북 상주시,-
240,전라남도 영암군 삼호읍 용앙리,1679-1,1679,1,금호타운,59.96,202409,12,"7,700",-,3,개인,개인,1998,대불주거로 160,-,중개거래,전남 영암군,-
241,충청남도 천안시 서북구 두정동,401-1,401,1,e편한세상두정4차,62.6689,202409,12,"27,000",-,5,개인,법인,2018,두정공원2길 50,-,직거래,-,-
242,충청남도 천안시 서북구 두정동,401-1,401,1,e편한세상두정4차,72.8151,202409,12,"30,000",-,7,개인,법인,2018,두정공원2길 50,-,직거래,-,-
243,경상북도 김천시 덕곡동,1467,1467,0,코아루푸르나임,59.877,202409,12,"15,700",-,11,개인,개인,2018,무실7길 45,-,중개거래,경북 김천시,-
244,제주특별자치도 제주시 연동,Jun.25,2325,6,타워프로빌,84.94,202409,12,"49,000",-,4,개인,개인,2010,도령로 95,-,중개거래,제주 제주시,-
245,충청남도 당진시 읍내동,283,283,0,벽산,59.79,202409,12,"11,400",-,6,개인,개인,1996,계성2길 51,-,중개거래,충남 당진시,-
246,전북특별자치도 전주시 덕진구 장동,1063,1063,0,전북혁신우미린2단지,84.9904,202409,12,"44,500",-,9,개인,개인,2013,틀못4길 17,-,중개거래,전북 전주시 덕진구,-
247,경상북도 상주시 신봉동,165-2,165,2,현대,75.3,202409,12,"13,000",-,15,개인,개인,1993,상산로 174,-,중개거래,경북 상주시,-
248,경상남도 밀양시 교동,1227,1227,0,한마음타운,59.41,202409,12,"5,700",-,3,개인,개인,1994,교동로5길 18,-,중개거래,경남 밀양시,-
249,전라남도 목포시 대양동,Dec.75,75,12,근화희망타운2차,59.79,202409,12,"7,500",-,9,개인,법인,2000,산양로 40,-,직거래,-,-
250,제주특별자치도 제주시 노형동,1282-3,1282,3,세기3차,34.38,202409,12,"9,000",-,1,개인,개인,1994,수덕3길 9,-,직거래,-,-
251,전라남도 나주시 빛가람동,600,600,0,대광로제비앙,84.9811,202409,12,"30,000",-,13,개인,개인,2016,그린로 153,-,중개거래,전남 나주시,-
252,경상북도 영천시 완산동,1470,1470,0,영천완산미소지움2차,67.1603,202409,12,"21,800",-,8,개인,개인,2019,완산5길 111,-,중개거래,경북 영천시,-
253,제주특별자치도 제주시 봉개동,Jan.65,1965,1,봉개갤럭시타운2차,65.0266,202409,12,"23,200",-,4,개인,개인,2016,봉개4길 21,-,중개거래,제주 제주시,-
254,전라남도 여수시 소라면 죽림리,1130,1130,0,여수죽림사랑으로부영1차,59.9284,202409,12,"18,300",-,2,개인,개인,2014,죽림로 10,-,중개거래,전남 여수시,-
255,경상북도 구미시 형곡동,308-14,308,14,대원산맥타운가,57.62,202409,12,"5,000",-,4,개인,법인,1995,형곡서로 21-15,-,중개거래,경북 구미시,-
256,제주특별자치도 제주시 이도이동,1011-1,1011,1,화이트스톤빌,19.88,202409,12,"5,400",-,2,개인,개인,2014,신성로14길 13,-,직거래,-,2024.9.12
